ODI;SIGLAS_AREA;ANIO;NRO_EXPEDIENTE;TIPO_EXPEDIENTE;FECHA_PRESENTACION;SECTOR;SUB_SECTOR;DENUNCIADOS;RUC_DENUNCIADOS; 
SEDE CENTRAL;PS3;2015;139;DENUNCIA;26/01/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SANIHOLD S.A.C.;20514737364; 
SEDE CENTRAL;PS3;2015;1390;DENUNCIA;3/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;RASH PERU S.A.C.;20378890161; 
SEDE CENTRAL;PS3;2015;1391;DENUNCIA;3/09/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;SINDARMA PERU S.A.C. / SINDARMA PERU S.A.C. / SINDARMA PERU S.A.C.;20546338828 / 20546338828 / 20546338828; 
SEDE CENTRAL;PS3;2015;1392;DENUNCIA;3/09/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;HIPERMERCADOS TOTTUS S.A.;20508565934; 
SEDE CENTRAL;PS3;2015;1393;DENUNCIA;3/09/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;;; 
SEDE CENTRAL;PS3;2015;1394;DENUNCIA;3/09/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA EN INFORMATICA;;; 
SEDE CENTRAL;PS3;2015;1395;DENUNCIA;3/09/2015;OTRAS ACTIVIDADES ECONOMICAS;SERVICIOS DE GIROS DE DINERO;WESTERN UNION PERU S.A.C.;20519257697; 
SEDE CENTRAL;PS3;2015;1396;DENUNCIA;3/09/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;CENTRAL PARKING SYSTEM PERÚ S.A.;20505205791; 
SEDE CENTRAL;PS3;2015;1397;DENUNCIA;3/09/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;SUPERMERCADOS PERUANOS SOCIEDAD ANÓNIMA `O´ S.P.S.A.;20100070970; 
SEDE CENTRAL;PS3;2015;1398;DENUNCIA;3/09/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA JURIDICA LEGAL;;; 
SEDE CENTRAL;PS3;2015;1399;DENUNCIA;4/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;14;DENUNCIA;6/01/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;LE VOLANT S.A.C.;20269721830; 
SEDE CENTRAL;PS3;2015;140;DENUNCIA;26/01/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;PRODUCTOS AVON S A;20100078792; 
SEDE CENTRAL;PS3;2015;1400;DENUNCIA;4/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD PERUANA DE LAS AMERICAS SAC;20506690928; 
SEDE CENTRAL;PS3;2015;1401;DENUNCIA;5/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;20211614545; 
SEDE CENTRAL;PS3;2015;1402;DENUNCIA;5/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD DE SAN MARTIN DE PORRES;20138149022; 
SEDE CENTRAL;PS3;2015;1403;DENUNCIA;5/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;LIDERCON PERU SOCIEDAD ANONIMA CERRADA;20509460532; 
SEDE CENTRAL;PS3;2015;1404;DENUNCIA;7/09/2015;AGENCIAS DE VIAJE Y OTROS SERVICIOS DE TRANSPORTE;ACTIVIDADES DE AGENCIAS DE VIAJES;CORPORACION TURISTICA AMAZONICA S A;20227553236; 
SEDE CENTRAL;PS3;2015;1405;DENUNCIA;7/09/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;RASH PERÚ S.A.C.;20378890161; 
SEDE CENTRAL;PS3;2015;1406;DENUNCIA;7/09/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;DISMOTSA S.A.;20107113127; 
SEDE CENTRAL;PS3;2015;1407;DENUNCIA;7/09/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;CENTRO DE ESTUDIOS ORGANIZACIONALES SAC;20186146850; 
SEDE CENTRAL;PS3;2015;1408;DENUNCIA;7/09/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;GERPAL SOCIEDAD ANONIMA CERRADA;20517789012; 
SEDE CENTRAL;PS3;2015;1409;DENUNCIA;8/09/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;;; 
SEDE CENTRAL;PS3;2015;141;DENUNCIA;26/01/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;CONCIERTOS;;; 
SEDE CENTRAL;PS3;2015;1410;DENUNCIA;8/09/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;AMERICAN ASSIST PERU S.A.C. / CENCOSUD RETAIL PERU S.A. / BANCO CENCOSUD S.A.;20506760721 / 20109072177 / 20543166660; 
SEDE CENTRAL;PS3;2015;1411;DENUNCIA;8/09/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA JURIDICA LEGAL;SERVICIOS LEGALES VIDAL & VIDAL E.I.R.LT;20137195608; 
SEDE CENTRAL;PS3;2015;1412;DENUNCIA;9/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;DISTRIBUIDOR EXCLUSIVO BRYANT S.A.;20144955766; 
SEDE CENTRAL;PS3;2015;1413;DENUNCIA;9/09/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1414;DENUNCIA;9/09/2015;SERVICIOS VARIOS;SERVICIOS FUNERARIOS;FUNERARIA JARDINES S.A - FUNJAR;20517227103; 
SEDE CENTRAL;PS3;2015;1415;DENUNCIA;9/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;INTRA WORLDWIDE S.A.;20422239996; 
SEDE CENTRAL;PS3;2015;1416;DENUNCIA;9/09/2015;HOTELES Y OTROS TIPOS DE HOSPEDAJE;SERVICIO DE HOSPEDAJE;;; 
SEDE CENTRAL;PS3;2015;1417;DENUNCIA;9/09/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE CARNE ;SUPERMERCADOS PERUANOS SOCIEDAD ANÓNIMA `O´ S.P.S.A.;20100070970; 
SEDE CENTRAL;PS3;2015;1418;DENUNCIA;9/09/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;CORPORACION ACRUX S.A.C.;20515540947; 
SEDE CENTRAL;PS3;2015;1419;DENUNCIA;9/09/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;AUTOFONDO S.A.C.;20516062305; 
SEDE CENTRAL;PS3;2015;142;DENUNCIA;27/01/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;AGENCIA DE EMPLEOS;;; 
SEDE CENTRAL;PS3;2015;1420;DENUNCIA;9/09/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;THYSSENKRUPP ELEVADORES S.A.C.;20295734681; 
SEDE CENTRAL;PS3;2015;1421;DENUNCIA;9/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LINIO PERÚ S.A.C.;20547836473; 
SEDE CENTRAL;PS3;2015;1422;DENUNCIA;10/09/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;TOPSA PRODUCTOS OPTICOS S.A.;20379085505; 
SEDE CENTRAL;PS3;2015;1423;DENUNCIA;10/09/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SODIMAC PERU S.A.;20389230724; 
SEDE CENTRAL;PS3;2015;1424;DENUNCIA;10/09/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE ELECTRODOMESTICOS;SUPERMERCADOS PERUANOS SOCIEDAD ANÓNIMA `O´ S.P.S.A.;20100070970; 
SEDE CENTRAL;PS3;2015;1425;DENUNCIA;11/09/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;ELEKTRA DEL PERÚ S.A.;20383380643; 
SEDE CENTRAL;PS3;2015;1426;DENUNCIA;11/09/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1427;DENUNCIA;11/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;20211614545; 
SEDE CENTRAL;PS3;2015;1428;DENUNCIA;11/09/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;LIMAUTOS AUTOMOTRIZ DEL PERU S.A.C.;20537942381; 
SEDE CENTRAL;PS3;2015;1429;DENUNCIA;11/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;INDUSTRIAS EQUINOX S.A.C.;20550357926; 
SEDE CENTRAL;PS3;2015;143;DENUNCIA;27/01/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;CONCIERTOS;;; 
SEDE CENTRAL;PS3;2015;1430;DENUNCIA;14/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;ASOCIACION EDUCATIVA AVIA - ALLIANCE;20553278741; 
SEDE CENTRAL;PS3;2015;1431;DENUNCIA;14/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1432;DENUNCIA;14/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;R & M PORTATILES SOCIEDAD ANONIMA CERRADA;20550024447; 
SEDE CENTRAL;PS3;2015;1433;DENUNCIA;14/09/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;FAUCETT DRY CLEANER E.I.R.L;20522457371; 
SEDE CENTRAL;PS3;2015;1434;DENUNCIA;14/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;TELEWORLD MOVIL SRLTDA;20331015467; 
SEDE CENTRAL;PS3;2015;1435;DENUNCIA;14/09/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;GMC SUCRE S.A.C. / GMC SUCRE S.A.C.;20552841051 / 20552841051; 
SEDE CENTRAL;PS3;2015;1436;DENUNCIA;14/09/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;S & M INMOBILIARIA E INVERSIONES S.A.C.;20478218274; 
SEDE CENTRAL;PS3;2015;1437;DENUNCIA;14/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;TECNOLOGIA AUDITIVA AMERICANA S A;20101337007; 
SEDE CENTRAL;PS3;2015;1438;DENUNCIA;15/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;Q.P.R. S.A.C.;20524045843; 
SEDE CENTRAL;PS3;2015;1439;DENUNCIA;15/09/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;EMPRESA DE BIENES Y SERVICIOS PARA EL HOGAR S.A.C.;20164486720; 
SEDE CENTRAL;PS3;2015;144;DENUNCIA;27/01/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;CONCIERTOS;;; 
SEDE CENTRAL;PS3;2015;1440;DENUNCIA;15/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD DE SAN MARTIN DE PORRES;20138149022; 
SEDE CENTRAL;PS3;2015;1441;DENUNCIA;15/09/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1442;DENUNCIA;16/09/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ARTICULOS DE DECORACION;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1443;DENUNCIA;16/09/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;ALESE S.A.C.;20297867718; 
SEDE CENTRAL;PS3;2015;1444;DENUNCIA;16/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1445;DENUNCIA;16/09/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;JUNTA DE PROPIETARIOS DEL CONDOMINIO DE PLAYA FORMENTERA / INMOBILIARIA TAURUS S.A.C. / INMOBILIARIA TAURUS S.A.C.;00000111111 / 20523091400 / 20523091400; 
SEDE CENTRAL;PS3;2015;1446;DENUNCIA;16/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;COMPANY OF SERVICE ASCENSORES S.A.C;20511846456; 
SEDE CENTRAL;PS3;2015;1447;DENUNCIA;16/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1448;DENUNCIA;15/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;20211614545; 
SEDE CENTRAL;PS3;2015;1449;DENUNCIA;16/09/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;OTRAS ACTIVIDADES DE ESPARCIMIENTO;CLUB SPORTING CRISTAL S.A.;20510014279; 
SEDE CENTRAL;PS3;2015;145;DENUNCIA;27/01/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ROPA;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1450;DENUNCIA;16/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A;20297868790; 
SEDE CENTRAL;PS3;2015;1451;DENUNCIA;16/09/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;SUPERMERCADOS PERUANOS SOCIEDAD ANÓNIMA `O´ S.P.S.A.;20100070970; 
SEDE CENTRAL;PS3;2015;1452;DENUNCIA;16/09/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;ILEN S.A.C INSTITUTO LATINOAMERICANO DE EMPRESAS Y NEGOCIOS S.A.C.;20538103579; 
SEDE CENTRAL;PS3;2015;1453;DENUNCIA;16/09/2015;OTRAS ACTIVIDADES ECONOMICAS;SERVICIOS DE GIROS DE DINERO;WESTERN UNION PERU S.A.C.;20519257697; 
SEDE CENTRAL;PS3;2015;1454;DENUNCIA;16/09/2015;TELECOMUNICACIONES;SERVICIOS DE INSTALACION;TELEFONICA MOVILES S.A.;20100177774; 
SEDE CENTRAL;PS3;2015;1455;DENUNCIA;16/09/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;LIMAUTOS AUTOMOTRIZ DEL PERU S.A.C.;20537942381; 
SEDE CENTRAL;PS3;2015;1456;DENUNCIA;16/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;EQUIFAX PERU S.A.;20265681299; 
SEDE CENTRAL;PS3;2015;1457;DENUNCIA;16/09/2015;SISTEMA FINANCIERO NO BANCARIO;CREDITO DE CONSUMO;FINANCIERA UNO S.A.;20522291201; 
SEDE CENTRAL;PS3;2015;1458;DENUNCIA;17/09/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1459;DENUNCIA;17/09/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;HIBU PERU S.A.C.;20501426041; 
SEDE CENTRAL;PS3;2015;146;DENUNCIA;27/01/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;CENTRO EMPRESARIAL LA MOLINA S.A.C. / CARAL EDIFICACIONES SOCIEDAD ANONIMA CERRADA;20516549786 / 20536505971; 
SEDE CENTRAL;PS3;2015;1460;DENUNCIA;17/09/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;HIBU PERU S.A.C.;20501426041; 
SEDE CENTRAL;PS3;2015;1461;DENUNCIA;17/09/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;LOS PORTALES S.A.;20301837896; 
SEDE CENTRAL;PS3;2015;1462;DENUNCIA;17/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1463;DENUNCIA;17/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1464;DENUNCIA;17/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;TECNICAS AMERICANAS DE ESTUDIO PARA PERU S.A.;20110620595; 
SEDE CENTRAL;PS3;2015;1465;DENUNCIA;17/09/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;REPRESENTACIONES YAGO S.A.C.;20505006675; 
SEDE CENTRAL;PS3;2015;1466;DENUNCIA;17/09/2015;COMERCIO MINORISTA DE COMBUSTIBLE;VENTA DE COMBUSTIBLE;GAS NATURAL DE LIMA Y CALLAO S.A.;20503758114; 
SEDE CENTRAL;PS3;2015;1467;DENUNCIA;17/09/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA ECONOMICA Y EMPRESARIAL;GERENCIA INTELECTUAL E.I.R.L.;20556032352; 
SEDE CENTRAL;PS3;2015;1468;DENUNCIA;18/09/2015;HOTELES Y OTROS TIPOS DE HOSPEDAJE;SERVICIO DE HOSPEDAJE;BLUE MARLIN BEACH CLUB S.A.;20205605500; 
SEDE CENTRAL;PS3;2015;1469;DENUNCIA;18/09/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;TOTAL ARTEFACTOS S.A.;20331429601; 
SEDE CENTRAL;PS3;2015;147;DENUNCIA;28/01/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;EDIFICACIONES Y CONSTRUCCIONES EL AGUSTINO S.A.C. / EDIFICACIONES Y CONSTRUCCIONES EL AGUSTINO S.A.C.;20537811448 / 20537811448; 
SEDE CENTRAL;PS3;2015;1470;DENUNCIA;18/09/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SIMETRIX E.I.R.L;20509857688; 
SEDE CENTRAL;PS3;2015;1471;DENUNCIA;18/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;FACTORIA INGENIERIA GYM S.A.C.;20510048769; 
SEDE CENTRAL;PS3;2015;1472;DENUNCIA;18/09/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;OPEN PLAZA S.A / LOS PORTALES S.A.;20266409461 / 20301837896; 
SEDE CENTRAL;PS3;2015;1473;DENUNCIA;18/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;MINISTERIO DE EDUCACION;20131370998; 
SEDE CENTRAL;PS3;2015;1474;DENUNCIA;18/09/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1475;DENUNCIA;18/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD AUTONOMA DEL PERU S.A.C.;20521449731; 
SEDE CENTRAL;PS3;2015;1476;DENUNCIA;18/09/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;GMG COMERCIAL PERÚ S.A.;20536935712; 
SEDE CENTRAL;PS3;2015;1477;DENUNCIA;18/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1478;DENUNCIA;18/09/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;OTRAS ACTIVIDADES DE ESPARCIMIENTO;SOCIEDAD DE BENEFICENCIA PUBLICA HVCA. / INNOVAR MARKETING S.A.C.;20207338029 / 20551668895; 
SEDE CENTRAL;PS3;2015;1479;DENUNCIA;21/09/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA EN INFORMATICA;;; 
SEDE CENTRAL;PS3;2015;148;DENUNCIA;28/01/2015;SERVICIOS VARIOS;OTROS SERVICIOS;EMPRESA DE DISTRIBUCION ELECTRICA DE LIMA NORTE S.A.A.;20269985900; 
SEDE CENTRAL;PS3;2015;1480;DENUNCIA;21/09/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA JURIDICA LEGAL;;; 
SEDE CENTRAL;PS3;2015;1481;DENUNCIA;21/09/2015;AFOCAT Y ASOCIACIONES DIVERSAS;OTROS SERVICIOS O PRODUCTOS PRESTADOS POR ASOCIACIONES;GRUPPO LIBERTAD;20502400291; 
SEDE CENTRAL;PS3;2015;1482;DENUNCIA;21/09/2015;SISTEMA FINANCIERO BANCARIO;REFINANCIAMIENTO;BANCO RIPLEY PERÚ S.A.;20259702411; 
SEDE CENTRAL;PS3;2015;1483;DENUNCIA;21/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SAMSUNG ELECTRONICS SUCURSAL PERU;20300263578; 
SEDE CENTRAL;PS3;2015;1484;DENUNCIA;21/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;ASOCIACION AUTOMOTRIZ Y SERVICIOS GENERALES CHUMBY'S CAR - ASOCIACION CHUMBY'S CAR;20537003147; 
SEDE CENTRAL;PS3;2015;1485;DENUNCIA;21/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1486;DENUNCIA;21/09/2015;AFOCAT Y ASOCIACIONES DIVERSAS;OTROS SERVICIOS O PRODUCTOS PRESTADOS POR ASOCIACIONES;CONAREME- COMISION NACIONAL DE RESIDENTADO MEDICO;25555555555; 
SEDE CENTRAL;PS3;2015;1487;DENUNCIA;21/09/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;PROYECCION DE PELICULAS DE CINE;UVK MULTICINES LARCO SA;20388128748; 
SEDE CENTRAL;PS3;2015;1488;DENUNCIA;21/09/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;CENTRO DE ESTUDIOS ORGANIZACIONALES SAC;20186146850; 
SEDE CENTRAL;PS3;2015;1489;DENUNCIA;21/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;SERVICIOS POSTALES DEL PERU S.A.;20256136865; 
SEDE CENTRAL;PS3;2015;149;DENUNCIA;28/01/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;OFERTOP S.A.C.;20543668258; 
SEDE CENTRAL;PS3;2015;1490;DENUNCIA;21/09/2015;SERVICIOS VARIOS;SERVICIOS FUNERARIOS;FUNERARIA JARDINES S.A - FUNJAR;20517227103; 
SEDE CENTRAL;PS3;2015;1491;DENUNCIA;21/09/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;SAGA FALABELLA S.A. / SAGA FALABELLA S.A.;20100128056 / 20100128056; 
SEDE CENTRAL;PS3;2015;1492;DENUNCIA;22/09/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;TRANSACCIONES COMERCIALES AUTOMOTRICES & INMOBILIARIAS;20451560361; 
SEDE CENTRAL;PS3;2015;1493;DENUNCIA;22/09/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;SR GAS S.A.C.;20512521798; 
SEDE CENTRAL;PS3;2015;1494;DENUNCIA;22/09/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;TRANSPORTE DE CARGA;MOVIL CARGO S.A.C.;20555893303; 
SEDE CENTRAL;PS3;2015;1495;DENUNCIA;23/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;MARBERPRIM S.A.C.;20547642865; 
SEDE CENTRAL;PS3;2015;1496;DENUNCIA;23/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;MITACC QUISPE, ROCIO+ / MITACC QUISPE, ROCIO;10455655400 / 45565540; 
SEDE CENTRAL;PS3;2015;1497;DENUNCIA;23/09/2015;IMPRESION Y EDICION DE LIBROS, PERIODICOS Y RELACIONADOS;IMPRESION;;; 
SEDE CENTRAL;PS3;2015;1498;DENUNCIA;23/09/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;MEGAMAR GRUPO INMOBILIARIO S.A.C.;20537334844; 
SEDE CENTRAL;PS3;2015;1499;DENUNCIA;24/09/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;;; 
SEDE CENTRAL;PS3;2015;15;DENUNCIA;6/01/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;CONCIERTOS;;; 
SEDE CENTRAL;PS3;2015;150;DENUNCIA;28/01/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;TOTAL ARTEFACTOS S.A.;20331429601; 
SEDE CENTRAL;PS3;2015;1500;DENUNCIA;23/09/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ELECTRODOMESTICOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1501;DENUNCIA;23/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
