ODI;SIGLAS_AREA;ANIO;NRO_EXPEDIENTE;TIPO_EXPEDIENTE;FECHA_PRESENTACION;SECTOR;SUB_SECTOR;DENUNCIADOS;RUC_DENUNCIADOS; 
SEDE CENTRAL;PS3;2015;1279;DENUNCIA;13/08/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;SERVICIOS DE ESTACIONAMIENTO;CENCOSUD RETAIL PERU S.A. / CENTRO COMERCIAL PLAZA JESUS MARIA S.A.C.;20109072177 / 20508920696; 
SEDE CENTRAL;PS3;2015;128;DENUNCIA;26/01/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;INMOBILIARIA LAS LEYENDAS SOCIEDAD ANONIMA CERRADA;20537547678; 
SEDE CENTRAL;PS3;2015;1280;DENUNCIA;13/08/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE CALZADO Y ARTICULOS DE CUERO;COSPER S.A.C.;20509344460; 
SEDE CENTRAL;PS3;2015;1281;DENUNCIA;13/08/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;ASOCIACION CULTURAL PERUANO BRITANICA;20112844423; 
SEDE CENTRAL;PS3;2015;1282;DENUNCIA;13/08/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;TRANSPORTE DE PASAJEROS;TRANSPORTES CRUZ DEL SUR S.A.C.;20100227461; 
SEDE CENTRAL;PS3;2015;1283;DENUNCIA;14/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;R&M EQUIMED S.A.C.;20509220817; 
SEDE CENTRAL;PS3;2015;1284;DENUNCIA;14/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SODIMAC PERU S.A.;20389230724; 
SEDE CENTRAL;PS3;2015;1285;DENUNCIA;14/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ELECTRODOMESTICOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1286;DENUNCIA;17/08/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SONY PERU S.R.L.;20372706288; 
SEDE CENTRAL;PS3;2015;1287;DENUNCIA;17/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1288;DENUNCIA;17/08/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;OTRAS ACTIVIDADES DE ESPARCIMIENTO;COMERCIALIZADORA DE INVERSIONES SIRIUS S.A.C.;20547323255; 
SEDE CENTRAL;PS3;2015;1289;DENUNCIA;17/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;129;DENUNCIA;26/01/2015;AFOCAT Y ASOCIACIONES DIVERSAS;OTROS SERVICIOS O PRODUCTOS PRESTADOS POR ASOCIACIONES;JUNTA DE PROPIETARIOS DEL CENTRO COMERCIAL ARENALES;20118364709; 
SEDE CENTRAL;PS3;2015;1290;DENUNCIA;18/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;RENA WARE DEL PERU S.A.;20100131863; 
SEDE CENTRAL;PS3;2015;1291;DENUNCIA;18/08/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;IMPORTACIONES HIRAOKA S.A.C.;20100016681; 
SEDE CENTRAL;PS3;2015;1292;DENUNCIA;18/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1293;DENUNCIA;18/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;MUNDOTECH PERU EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;20557766015; 
SEDE CENTRAL;PS3;2015;1294;DENUNCIA;18/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1295;DENUNCIA;18/08/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA JURIDICA LEGAL;SERVICIOS LEGALES VIDAL & VIDAL E.I.R.LT;20137195608; 
SEDE CENTRAL;PS3;2015;1296;DENUNCIA;19/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1297;DENUNCIA;31/08/2015;COMERCIO MINORISTA DE COMBUSTIBLE;VENTA DE COMBUSTIBLE;;; 
SEDE CENTRAL;PS3;2015;1298;DENUNCIA;19/08/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;REAL PLAZA S.R.L. / FRANQUICIAS ALIMENTARIAS S.A.;20511315922 / 20298674611; 
SEDE CENTRAL;PS3;2015;1299;DENUNCIA;19/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;CERAMICA SAN LORENZO SAC / SODIMAC PERU S.A.;20307146798 / 20389230724; 
SEDE CENTRAL;PS3;2015;13;DENUNCIA;6/01/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;CONSORCIO DHMONT & CG & M S.A.C.;20502574109; 
SEDE CENTRAL;PS3;2015;130;DENUNCIA;26/01/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;DELOSI S.A.;20100123330; 
SEDE CENTRAL;PS3;2015;1300;DENUNCIA;19/08/2015;SISTEMA FINANCIERO NO BANCARIO;CREDITO DE CONSUMO;EDPYME GMG SERVICIOS PERU;20551967370; 
SEDE CENTRAL;PS3;2015;1301;DENUNCIA;19/08/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA EN ARQUITECTURA;02 CONTRATISTAS EJECUTORES S.A.C.;20525055851; 
SEDE CENTRAL;PS3;2015;1302;DENUNCIA;20/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1303;DENUNCIA;20/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ROPA;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1304;DENUNCIA;20/08/2015;COMERCIO MINORISTA DE COMBUSTIBLE;VENTA DE COMBUSTIBLE;GAS NATURAL DE LIMA Y CALLAO S.A.;20503758114; 
SEDE CENTRAL;PS3;2015;1305;DENUNCIA;20/08/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;INMUEBLES PANAMERICANA S.A.;20423264617; 
SEDE CENTRAL;PS3;2015;1306;DENUNCIA;20/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;REPRESENTACIONES RAMSEJ E.I.R.L.;20554408673; 
SEDE CENTRAL;PS3;2015;1307;DENUNCIA;20/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;DELHEL E.I.R.L.;20144147899; 
SEDE CENTRAL;PS3;2015;1308;DENUNCIA;21/08/2015;SERVICIOS VARIOS;SERVICIOS DE SALONES DE BELLEZA Y PELUQUERIAS;DEPILART ESTHETIC PERU S.A.C;20557505564; 
SEDE CENTRAL;PS3;2015;1309;DENUNCIA;21/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;131;DENUNCIA;26/01/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;INVERSIONES KIYASHI S.A.;20380286697; 
SEDE CENTRAL;PS3;2015;1310;DENUNCIA;21/08/2015;SISTEMA FINANCIERO NO BANCARIO;REFINANCIAMIENTO;EAFC MAQUISISTEMA S.A.;20124148970; 
SEDE CENTRAL;PS3;2015;1311;DENUNCIA;21/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;HEWLETT - PACKARD PERU S.R.L. / CENCOSUD RETAIL PERU S.A. / HP INC PERU S.R.L.;20335020872 / 20109072177 / 20600216512; 
SEDE CENTRAL;PS3;2015;1312;DENUNCIA;21/08/2015;COMERCIO MINORISTA DE PRODUCTOS FARMACEUTICOS, PERFUMERIA Y AFINES;VENTA DE ARTICULOS COSMETICOS Y DE TOCADOR;ECKERD PERU S.A.;20331066703; 
SEDE CENTRAL;PS3;2015;1313;DENUNCIA;21/08/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;GRUPO PANA S.A.;20100144922; 
SEDE CENTRAL;PS3;2015;1314;DENUNCIA;21/08/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;PAPACHOS RESTAURANTES S.A.C.;20544622804; 
SEDE CENTRAL;PS3;2015;1315;DENUNCIA;21/08/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;HIPERMERCADOS TOTTUS S.A. / HIPERMERCADOS TOTTUS S.A.;20508565934 / 20508565934; 
SEDE CENTRAL;PS3;2015;1316;DENUNCIA;21/08/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;INGRAM MICRO S.A.C.;20267163228; 
SEDE CENTRAL;PS3;2015;1317;DENUNCIA;21/08/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE ABARROTES;E WONG S.A.;20100106915; 
SEDE CENTRAL;PS3;2015;1318;DENUNCIA;21/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE MUEBLES;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1319;DENUNCIA;21/08/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;PROMOTORA LOS OLIVOS S.A.C.;20491932202; 
SEDE CENTRAL;PS3;2015;132;DENUNCIA;27/01/2015;HOTELES Y OTROS TIPOS DE HOSPEDAJE;SERVICIO DE HOSPEDAJE;SERVICIOS TURISTICOS YMUL S.R.LTDA.;20296030733; 
SEDE CENTRAL;PS3;2015;1320;DENUNCIA;21/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;DIGITAL COMMERCE S.A.C.;20543668258; 
SEDE CENTRAL;PS3;2015;1321;DENUNCIA;21/08/2015;COMERCIO MINORISTA DE COMBUSTIBLE;VENTA DE COMBUSTIBLE;REPSOL GAS DEL PERU S.A.;20100176450; 
SEDE CENTRAL;PS3;2015;1322;DENUNCIA;24/08/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;OTRAS ACTIVIDADES DE ESPARCIMIENTO;CIA LATINOAMERICANA DE RADIODIFUSION S.A. / PROCTER & GAMBLE PERU S.R.L.;20100163986 / 20100127165; 
SEDE CENTRAL;PS3;2015;1323;DENUNCIA;24/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;CORPORACION MEDICA LASER S.A.C.;20550094658; 
SEDE CENTRAL;PS3;2015;1324;DENUNCIA;24/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE MUEBLES;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1325;DENUNCIA;24/08/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;INTERNATIONAL PASSWORD SYSTEM PERU S.A.C.;20523074653; 
SEDE CENTRAL;PS3;2015;1326;DENUNCIA;24/08/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA EN ARQUITECTURA;INGENIERIA DEL GAS PERU SOCIEDAD ANONIMA CERRADA;20479074381; 
SEDE CENTRAL;PS3;2015;1327;DENUNCIA;24/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ELECTRODOMESTICOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A. / LG ELECTRONICS PERU S.A.;20337564373 / 20375755344; 
SEDE CENTRAL;PS3;2015;1328;DENUNCIA;24/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;HM MEZONES OPTICAL SAC;20508116978; 
SEDE CENTRAL;PS3;2015;1329;DENUNCIA;24/08/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;SERVICIOS DE CORRESPONDENCIA;AEROPOST NETWORK SOCIEDAD ANONIMA CERRADA - AEROPOST NETWORK S.A.C.;20525091491; 
SEDE CENTRAL;PS3;2015;133;DENUNCIA;27/01/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;INDUSTRIAS E INVERSIONES S A;20176832500; 
SEDE CENTRAL;PS3;2015;1330;DENUNCIA;24/08/2015;AFOCAT Y ASOCIACIONES DIVERSAS;OTROS SERVICIOS O PRODUCTOS PRESTADOS POR ASOCIACIONES;ASOCIACION DE PROPIETARIOS MERCADO NUEVA ESPERANZA;20518135458; 
SEDE CENTRAL;PS3;2015;1331;DENUNCIA;24/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LENTCENTER E.I.R.L.;20512742883; 
SEDE CENTRAL;PS3;2015;1332;DENUNCIA;24/08/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;EL POBLADO PERU S.A.C.;20554867783; 
SEDE CENTRAL;PS3;2015;1333;DENUNCIA;24/08/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1334;DENUNCIA;24/08/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;AROMAS ORIENTALES SAC;20535811297; 
SEDE CENTRAL;PS3;2015;1335;DENUNCIA;24/08/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;CORPORATION INTHERPHARMA SOCIEDAD ANONIMA CERRADA;20515774182; 
SEDE CENTRAL;PS3;2015;1336;DENUNCIA;24/08/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE ELECTRODOMESTICOS;SUPERMERCADOS PERUANOS S.A.;20100070970; 
SEDE CENTRAL;PS3;2015;1337;DENUNCIA;25/08/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;LIMAUTOS AUTOMOTRIZ DEL PERU S.A.C.;20537942381; 
SEDE CENTRAL;PS3;2015;1338;DENUNCIA;25/08/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA CONTABLE;;; 
SEDE CENTRAL;PS3;2015;1339;DENUNCIA;25/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;134;DENUNCIA;27/01/2015;ALQUILER DE VEHICULOS, MAQUINARIA,  EQUIPO DE OFICINA Y OTROS;ALQUILER DE VEHICULOS, MAQUINARIA,  EQUIPO DE OFICINA Y OTROS;GRUPO KOTEC S.A.C.;20520762001; 
SEDE CENTRAL;PS3;2015;1340;DENUNCIA;26/08/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE PRENDAS DE VESTIR;LAND. EXPORT CORPORATION S.A.C.;20505228571; 
SEDE CENTRAL;PS3;2015;1341;DENUNCIA;26/08/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;IMPORTACIONES HIRAOKA S.A.C.;20100016681; 
SEDE CENTRAL;PS3;2015;1342;DENUNCIA;26/08/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;GRUPO PANA S.A.;20100144922; 
SEDE CENTRAL;PS3;2015;1343;DENUNCIA;26/08/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;DIAMANTE DEL PACIFICO S.A.;20384734503; 
SEDE CENTRAL;PS3;2015;1344;DENUNCIA;26/08/2015;COMERCIO MINORISTA DE ARTICULOS DE FERRETERIA Y AFINES;VENTA DE PRODUCTOS PARA MEJORAR EL HOGAR;SODIMAC PERU S.A.;20389230724; 
SEDE CENTRAL;PS3;2015;1345;DENUNCIA;26/08/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE ELECTRODOMESTICOS;CENCOSUD RETAIL PERU S.A.;20109072177; 
SEDE CENTRAL;PS3;2015;1346;DENUNCIA;26/08/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES;LOS PORTALES S.A.;20301837896; 
SEDE CENTRAL;PS3;2015;1347;DENUNCIA;26/08/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE PRENDAS DE VESTIR;;; 
SEDE CENTRAL;PS3;2015;1348;DENUNCIA;26/08/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;;; 
SEDE CENTRAL;PS3;2015;1349;DENUNCIA;26/08/2015;SERVICIOS VARIOS;SERVICIOS DE SALONES DE BELLEZA Y PELUQUERIAS;LEHENA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - LEHENA E.I.R.L;20543513645; 
SEDE CENTRAL;PS3;2015;135;DENUNCIA;26/01/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1350;DENUNCIA;27/08/2015;IMPRESION Y EDICION DE LIBROS, PERIODICOS Y RELACIONADOS;VENTA DE PUBLICIDAD;HIBU PERU S.A.C.;20501426041; 
SEDE CENTRAL;PS3;2015;1351;DENUNCIA;27/08/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;IMPORTACIONES HIRAOKA S.A.C.;20100016681; 
SEDE CENTRAL;PS3;2015;1352;DENUNCIA;27/08/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;SERVICIOS Y REPRESENTACIONES EDEN S.A.;20473944902; 
SEDE CENTRAL;PS3;2015;1353;DENUNCIA;27/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1354;DENUNCIA;27/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;INVERSIONES SEPAMIAR S.A.C.;20515994891; 
SEDE CENTRAL;PS3;2015;1355;DENUNCIA;27/08/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;EP DE FRANQUICIAS SAC / EP FRANQUICIAS S.A.C.;20545699126 / 20545699126; 
SEDE CENTRAL;PS3;2015;1356;DENUNCIA;27/08/2015;SISTEMA FINANCIERO NO BANCARIO;CREDITO DE CONSUMO;EAFC MAQUISISTEMA S.A.;20124148970; 
SEDE CENTRAL;PS3;2015;1357;DENUNCIA;27/08/2015;COMERCIO MINORISTA DE ARTICULOS DE FERRETERIA Y AFINES;VENTA DE PRODUCTOS PARA MEJORAR EL HOGAR;SODIMAC PERU S.A.;20389230724; 
SEDE CENTRAL;PS3;2015;1358;DENUNCIA;27/08/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;HUNTER´S ARMAS E.I.R.L.;20536226151; 
SEDE CENTRAL;PS3;2015;1359;DENUNCIA;28/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;136;DENUNCIA;26/01/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1360;DENUNCIA;28/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;SERMISA TECNICOS S.A.C.;20538633969; 
SEDE CENTRAL;PS3;2015;1361;DENUNCIA;28/08/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1362;DENUNCIA;28/08/2015;SISTEMA FINANCIERO BANCARIO;CREDITO DE CONSUMO;COMPAÑIA PERUANA DE MEDIOS DE PAGO S.A.C.;20341198217; 
SEDE CENTRAL;PS3;2015;1363;DENUNCIA;28/08/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;CEMASACHE S.A.C.;20556476749; 
SEDE CENTRAL;PS3;2015;1364;DENUNCIA;28/08/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE PRENDAS DE VESTIR;THE ROSE SMITH COMPANY SOCIEDAD ANOMIMA CERRADA;20504302432; 
SEDE CENTRAL;PS3;2015;1365;DENUNCIA;28/08/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;;; 
SEDE CENTRAL;PS3;2015;1366;DENUNCIA;28/08/2015;COMERCIO MINORISTA DE ARTICULOS DE FERRETERIA Y AFINES;VENTA DE ARTICULOS DE FERRETERIA;CORP.DE VIDRIOS Y ALUMINIOS CORRALES SAC;20433661495; 
SEDE CENTRAL;PS3;2015;1367;DENUNCIA;31/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;AKRON INTERNATIONAL SOCIEDAD ANONIMA CERRADA;20537013452; 
SEDE CENTRAL;PS3;2015;1368;DENUNCIA;31/08/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;EF EDUCATION FIRST S.A.C.;20518065140; 
SEDE CENTRAL;PS3;2015;1369;DENUNCIA;31/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;137;DENUNCIA;26/01/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;HIBU PERU S.A.C.;20501426041; 
SEDE CENTRAL;PS3;2015;1370;DENUNCIA;1/08/2015;IMPRESION Y EDICION DE LIBROS, PERIODICOS Y RELACIONADOS;IMPRESION;;; 
SEDE CENTRAL;PS3;2015;1371;DENUNCIA;31/08/2015;COMERCIO MINORISTA DE ARTICULOS DE FERRETERIA Y AFINES;VENTA DE ARTICULOS DE FERRETERIA;INVERSIONES HUAMANI HM S.A.C.;20493090748; 
SEDE CENTRAL;PS3;2015;1372;DENUNCIA;1/09/2015;IMPRESION Y EDICION DE LIBROS, PERIODICOS Y RELACIONADOS;IMPRESION;PRECISION GRAFICA FAVI S.A.C.;20524965357; 
SEDE CENTRAL;PS3;2015;1373;DENUNCIA;1/09/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;OXIGENO Y DERIVADOS S R LTDA;20254355322; 
SEDE CENTRAL;PS3;2015;1374;DENUNCIA;1/09/2015;SERVICIOS VARIOS;OTROS SERVICIOS;RENOVADORA DE CALZADO ROSALES;20220222; 
SEDE CENTRAL;PS3;2015;1375;DENUNCIA;1/09/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;ALESE S.A.C.;20297867718; 
SEDE CENTRAL;PS3;2015;1376;DENUNCIA;1/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;INTRA WORLDWIDE S.A.;20422239996; 
SEDE CENTRAL;PS3;2015;1377;DENUNCIA;2/09/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;HIBU PERU S.A.C.;20501426041; 
SEDE CENTRAL;PS3;2015;1378;DENUNCIA;2/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;TOPSA RETAIL S.A.C.;20340546653; 
SEDE CENTRAL;PS3;2015;1379;DENUNCIA;2/09/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;CORPORACION JAETH E.I.R.L.;20552168276; 
SEDE CENTRAL;PS3;2015;138;DENUNCIA;26/01/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;INVERSIONES, INMOBILIARIA, CONSTRUCTORA Y ADMINISTRADORA SOCIEDAD ANONIMA CERRADA;20507920561; 
SEDE CENTRAL;PS3;2015;1380;DENUNCIA;2/09/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;CONECTA RETAIL S.A.;20141189850; 
SEDE CENTRAL;PS3;2015;1381;DENUNCIA;2/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;IMPORTACIONES Y DISTRIBUCIONES HUGUITO TRADING E.I.R.L.;20505079559; 
SEDE CENTRAL;PS3;2015;1382;DENUNCIA;2/09/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ZAPATOS;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1383;DENUNCIA;2/09/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;MOVLIM DISEÑO WEB Y  SERVICIOS INFORMATICOS S.A.C.;20543049191; 
SEDE CENTRAL;PS3;2015;1384;DENUNCIA;2/09/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE ELECTRODOMESTICOS;TIENDAS PERUANAS S.A.;20493020618; 
SEDE CENTRAL;PS3;2015;1385;DENUNCIA;2/09/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;;; 
SEDE CENTRAL;PS3;2015;1386;DENUNCIA;3/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;20148092282; 
SEDE CENTRAL;PS3;2015;1387;DENUNCIA;3/09/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD SENOR DE SIPAN SAC;20479748102; 
SEDE CENTRAL;PS3;2015;1388;DENUNCIA;3/09/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;MAQUINARIAS S.A.;20160286068; 
SEDE CENTRAL;PS3;2015;1389;DENUNCIA;3/09/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE PRENDAS DE VESTIR;;; 
